의료기관명,의료기관분류,세부진단,의료기관전화번호,연락처,위도,경도,진료과목내용명,운영시간,공휴일시간,의료기관주소,월요일진료시작시간,월요일진료종료시간,월요일휴게시작시간,월요일휴게종료시간,화요일진료시작시간,화요일진료종료시간,화요일휴게시작시간,화요일휴게종료시간,수요일진료시작시간,수요일진료종료시간,수요일휴게시작시간,수요일휴게종료시간,목요일진료시작시간,목요일진료종료시간,목요일휴게시작시간,목요일휴게종료시간,금요일진료시작시간,금요일진료종료시간,금요일휴게시작시간,금요일휴게종료시간,토요일진료시작시간,토요일진료종료시간,토요일휴게시작시간,토요일휴게종료시간,일요일진료시작시간,일요일진료종료시간,일요일휴게시작시간,일요일휴게종료시간
송창헌내과의원,의원,내과,044-866-0966,044-866-0966 대표번호,36.4887389,127.2562539,내과,진료시간  월수금 09:00 ~ 19:00  화목 09:00 ~ 18:30  토 09:00 ~ 13:00  월 ~ 금 휴게시간 12:30 ~ 14:00,이용시 주의 사항 09:00-13:00,세종특별자치시 한누리대로 275 형성프라자 405~407호 (우)30127,9:00,19:00,12:30,14:00,9:00,18:30,12:30,14:00,9:00,19:00,12:30,14:00,9:00,18:30,12:30,14:00,9:00,19:00,12:30,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
수앤미의원,의원,정형외과,044-865-1174,044-865-1174 대표번호,36.5153042,127.2584593,"정형외과, 성형외과, 마취통증의학과, 피부과, 재활의학과",진료시간  월수 09:30 ~ 18:30  화 09:30 ~ 20:30  금 09:30 ~ 19:30  토 09:30 ~ 14:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 목일요일 공휴일,세종특별자치시 한누리대로 583 도담센트럴프라자 4층 401 402호 (우)30098,9:30,18:30,13:00,14:00,9:30,20:30,13:00,14:00,9:30,18:30,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:30,19:30,13:00,14:00,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
수치과의원,치과의원,치과,044-864-5369,044-864-5369 대표번호,36.5071203,127.2629914,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과",진료시간  월화목금 09:30 ~ 18:00  토 09:30 ~ 13:00,휴무일 정보 없음,세종특별자치시 절재로 194 (우)30103,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,18:00,정보 없음,정보 없음,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
숨편한한의원,한의원,한의원,044-866-0175,044-866-0175 대표번호,36.5026493,127.2475352,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 침구과",진료시간  월 ~ 금 10:00 ~ 20:00  토 09:30 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 마지막 수요일 (명절/여름휴가가 있는 달은 진료) 일요일 공휴일,세종특별자치시 도움1로 108 몰리브빌딩 420 420-2호 (우)30064,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
스마일치과의원,치과의원,치과,044-863-8575,044-863-8575 대표번호,36.5052589,127.2339021,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",진료시간  월 ~ 금 09:30 ~ 19:00  토 09:30 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 마음로 74 그랜드프라자 202203호 (우)30063,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
스마트정신건강의학과의원,의원,정신건강의학과,044-862-7392,044-862-7392 대표번호,36.5082074,127.2624282,정신건강의학과,진료시간  월 ~ 수금 09:30 ~ 18:30  토 09:00 ~ 13:00  월 ~ 수금 휴게시간 13:00 ~ 14:30,휴무일 목일요일 공휴일,세종특별자치시 절재로 194 세종중앙타운 5층 504호 (우)30103,9:30,18:30,13:00,14:30,9:30,18:30,13:00,14:30,9:30,18:30,13:00,14:30,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:30,13:00,14:30,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
심치과의원,치과의원,치과,044-862-2871,044-862-2871 대표번호,36.4848805,127.2507958,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",진료시간  월화목금 09:30 ~ 18:30  토 09:30 ~ 14:00,휴무일 정보 없음,세종특별자치시 새롬중앙로 47 세움빌딩 405호 (우)30126,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
씨엘비뇨기과의원,의원,비뇨의학과,044-865-0052,044-865-0052 대표번호,36.504743,127.2494236,"외과, 피부과, 비뇨의학과",진료시간  월 ~ 수금 09:00 ~ 18:30  토 09:00 ~ 13:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 목요일 (공휴일이 있는 주간에는 진료) 일요일 공휴일,세종특별자치시 도움3로 105-5 종촌중앙프라자 603604호 (우)30064,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:00,18:30,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
아낌없이주는나무한의원,한의원,한의원,044-865-0002,044-865-0002 대표번호,36.4981148,127.3132612,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 수금 10:00 ~ 19:00  토 09:00 ~ 14:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 목일요일 공휴일,세종특별자치시 한누리대로 1820 왕관빌딩 503-1 503-2 504호 (우)30146,10:00,19:00,13:00,14:00,10:00,19:00,13:00,14:00,10:00,19:00,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,10:00,19:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
아름누리소아청소년과의원,의원,소아청소년과,044-865-7522,0507-1378-7523 대표번호,36.4844685,127.2991635,"내과, 외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과",진료시간  월화목금 09:00 ~ 19:00  수 09:00 ~ 12:30  토 09:00 ~ 14:00  월화목금 휴게시간 12:30 ~ 14:00,공휴일 09:00 ~ 13:00,세종특별자치시 한누리대로 2022 4층 (우)30151,9:00,19:00,12:30,14:00,9:00,19:00,12:30,14:00,9:00,12:30,정보 없음,정보 없음,9:00,19:00,12:30,14:00,9:00,19:00,12:30,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
아름드리나무어린이병원,병원,소아청소년과,044-715-7200,044-715-7200 대표번호,36.5113991,127.2484173,"내과, 소아청소년과, 이비인후과, 피부과",진료시간  월 ~ 금 09:00 ~ 22:00  주말 09:00 ~ 16:00  매일 휴게시간 13:00 ~ 14:00  월 ~ 금 휴게시간 18:00 ~ 19:00,휴무일 정보 없음,세종특별자치시 보듬3로 101 67층 (우)30100,9:00,22:00,18:00,19:00,9:00,22:00,18:00,19:00,9:00,22:00,18:00,19:00,9:00,22:00,18:00,19:00,9:00,22:00,18:00,19:00,9:00,16:00,13:00,14:00,9:00,16:00,13:00,14:00
아름치과의원,치과의원,치과,044-863-2833,044-863-2833 대표번호,36.511737,127.2497282,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과, 통합치의학과",진료시간  월화목금 09:30 ~ 18:30  수 09:30 ~ 20:00,휴무일 정보 없음,세종특별자치시 보듬3로 92 해피라움2 상가 206 207호 (우)30100,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
아름튼튼정형외과의원,의원,정형외과,044-715-5375,044-715-5375 대표번호,36.511737,127.2497282,정형외과,진료시간  월화목금 09:00 ~ 19:00  수토 09:00 ~ 13:00  월화목금 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 보듬3로 92 해피라움2 3층 301 302 315호 (우)30100,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
아름한의원,한의원,한의원,044-868-9600,044-868-9600 대표번호,36.5122553,127.2498473,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과",진료시간  월 ~ 금 09:30 ~ 19:00  토 09:10 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 보듬3로 104-19 세석빌딩 303호 (우)30100,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:10,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
아이닉안과의원,의원,안과,044-868-1288,044-868-1288 대표번호,36.5082074,127.2624282,안과,진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 절재로 194 세종중앙타운 4층 404호 (우)30103,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
아이맘편작한의원,한의원,한의원,044-864-8375,044-864-8375 대표번호,36.5082074,127.2624282,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 수금 09:30 ~ 18:00  토 09:30 ~ 13:30  월 ~ 수금 휴게시간 13:00 ~ 14:00,공휴일 09:30 ~ 13:30,세종특별자치시 절재로 194 중앙타운 5층 512호 (우)30103,9:30,18:00,13:00,14:00,9:30,18:00,13:00,14:00,9:30,18:00,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:00,13:00,14:00,9:30,13:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
앨리스치과의원,치과의원,치과,044-417-1511,044-417-1511 대표번호,36.487784,127.2566555,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월화목 10:00 ~ 18:30  수금 10:00 ~ 20:00  토 09:00 ~ 13:30  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 265 명동프라자 5층 (우)30127,10:00,18:30,13:00,14:00,10:00,18:30,13:00,14:00,10:00,20:00,13:00,14:00,10:00,18:30,13:00,14:00,10:00,20:00,13:00,14:00,9:00,13:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
약손한의원,한의원,한의원,044-867-1999,044-867-1999 대표번호,36.4732023,127.2779553,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월수금 10:00 ~ 21:00  화 10:00 ~ 19:00  목 14:00 ~ 19:00  토 10:00 ~ 14:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 대평동 648 센트럴애비뉴 2층 C215호,10:00,21:00,13:00,14:00,10:00,19:00,13:00,14:00,10:00,21:00,13:00,14:00,14:00,19:00,정보 없음,정보 없음,10:00,21:00,13:00,14:00,10:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
어진서부한의원,한의원,한의원,044-960-5333,044-960-5333 대표번호,36.50115,127.2588209,"한방내과, 한방부인과, 한방소아과, 한방신경정신과, 한방재활의학과, 침구과",진료시간  월 ~ 수금 10:00 ~ 19:00  토 10:00 ~ 14:00  월 ~ 수금 휴게시간 14:00 ~ 15:00,휴무일 정보 없음,세종특별자치시 한누리대로 411 KT&G세종타워A 2층 3호 (우)30116,10:00,19:00,14:00,15:00,10:00,19:00,14:00,15:00,10:00,19:00,14:00,15:00,정보 없음,정보 없음,정보 없음,정보 없음,10:00,19:00,14:00,15:00,10:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
에스지연합의원,의원,가정의학과,044-864-9991,044-864-9991 대표번호,36.4710747,127.2752964,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 이비인후과, 피부과, 영상의학과, 재활의학과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 18:00  토 09:00 ~ 13:00,휴무일 정보 없음,세종특별자치시 갈매로 58 황산프라자 5층 501~511호 (우)30153,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
에이스한의원,한의원,한의원,044-867-1076,044-867-1076 대표번호,36.5119329,127.2485182,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",진료시간  월 ~ 금 09:30 ~ 21:00  토 09:30 ~ 17:00,공휴일 09:30 ~ 17:00,세종특별자치시 보듬3로 100 해피라움1 405-2호 (우)30100,9:30,21:00,정보 없음,정보 없음,9:30,21:00,정보 없음,정보 없음,9:30,21:00,정보 없음,정보 없음,9:30,21:00,정보 없음,정보 없음,9:30,21:00,정보 없음,정보 없음,9:30,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
엔연세감동치과의원,치과의원,치과,044-868-7523,044-868-7523 대표번호,36.4840474,127.25184,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",진료시간  월수금 09:30 ~ 18:30  화 09:30 ~ 20:30  토 09:30 ~ 14:00,휴무일 정보 없음,세종특별자치시 새롬중앙로 33 (우)30126,9:30,18:30,정보 없음,정보 없음,9:30,20:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
여담한의원,한의원,한의원,044-715-5868,044-715-5868 대표번호,36.5040516,127.271756,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월수목 09:30 ~ 19:00  화금 09:30 ~ 18:00  토 09:30 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 도움8로 91 세종마치4층 402호 (우)30107,9:30,19:00,13:00,14:00,9:30,18:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,18:00,13:00,14:00,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
연세감동치과의원,치과의원,치과,044-868-7522,044-868-7522 대표번호,36.4828951,127.2924467,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",진료시간  월화금 09:30 ~ 18:30  수 09:30 ~ 20:30  토 09:30 ~ 14:00,휴무일 정보 없음,세종특별자치시 한누리대로 2022 (우)30151,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,20:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
연세고마운치과의원,치과의원,치과,044-866-2872,044-866-2872 대표번호,36.4845984,127.2584531,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월수 ~ 금 09:30 ~ 18:30  화 09:30 ~ 20:30  토 09:30 ~ 13:30  월 ~ 금 휴게시간 13:30 ~ 14:30,휴무일 일요일 공휴일,세종특별자치시 한누리대로 249 에스제이타워 4층 406407호 (우)30127,9:30,18:30,13:30,14:30,9:30,20:30,13:30,14:30,9:30,18:30,13:30,14:30,9:30,18:30,13:30,14:30,9:30,18:30,13:30,14:30,9:30,13:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
연세나무정신건강의학과의원,의원,정신건강의학과,044-865-5272,044-865-5272 대표번호,36.4901712,127.2594252,정신건강의학과,진료시간  월 ~ 수금 09:00 ~ 18:30  목 13:30 ~ 18:30  토 09:00 ~ 12:30  월 ~ 수금 휴게시간 12:30 ~ 13:30,휴무일 공휴일,세종특별자치시 나성북로 30 퍼스트원 5층 547~549 533호 (우)30128,9:00,18:30,12:30,13:30,9:00,18:30,12:30,13:30,9:00,18:30,12:30,13:30,13:30,18:30,정보 없음,정보 없음,9:00,18:30,12:30,13:30,9:00,12:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
연세더아름의원,의원,가정의학과,044-715-7911,044-715-7911 대표번호,36.5113991,127.2484173,"내과, 피부과, 가정의학과",진료시간  월화목금 09:30 ~ 18:30  수토 09:30 ~ 13:30  월화목금 휴게시간 13:30 ~ 14:30,휴무일 공휴일,세종특별자치시 보듬3로 101 칼리지포인트 2층 203 204호 (우)30100,9:30,18:30,13:30,14:30,9:30,18:30,13:30,14:30,9:30,13:30,정보 없음,정보 없음,9:30,18:30,13:30,14:30,9:30,18:30,13:30,14:30,9:30,13:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
연세럭스치과의원,치과의원,치과,044-864-2804,044-864-2804 대표번호,36.5119329,127.2485182,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월목금 09:30 ~ 18:30  화 09:30 ~ 21:00  토 09:30 ~ 14:30,휴무일 정보 없음,세종특별자치시 보듬3로 100 해피라움1 204205호 (우)30100,9:30,18:30,정보 없음,정보 없음,9:30,21:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,14:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
