음식점명,운영시간,휴무일,주소,연락처,최종분류,분류,별점,리뷰수,시설,메뉴,월요일 영업 시작시간,월요일 영업 종료시간,월요일 라스트오더 시간,월요일 휴게 시작시간,월요일 휴게 종료시간,화요일 영업 시작시간,화요일 영업 종료시간,화요일 라스트오더 시간,화요일 휴게 시작시간,화요일 휴게 종료시간,수요일 영업 시작시간,수요일 영업 종료시간,수요일 라스트오더 시간,수요일 휴게 시작시간,수요일 휴게 종료시간,목요일 영업 시작시간,목요일 영업 종료시간,목요일 라스트오더 시간,목요일 휴게 시작시간,목요일 휴게 종료시간,금요일 영업 시작시간,금요일 영업 종료시간,금요일 라스트오더 시간,금요일 휴게 시작시간,금요일 휴게 종료시간,토요일 영업 시작시간,토요일 영업 종료시간,토요일 라스트오더 시간,토요일 휴게 시작시간,토요일 휴게 종료시간,일요일 영업 시작시간,일요일 영업 종료시간,일요일 라스트오더 시간,일요일 휴게 시작시간,일요일 휴게 종료시간,태그_예약_배달_포장,위도,경도,이미지파일명,상세페이지주소
한성양꼬치,영업시간 월~토 12:00 ~ 24:00,공휴일 12:00 ~ 24:00,세종특별자치시 나성북1로 12 메카타워2 2층 207호 (우)30128,010-7298-6968 대표번호,중식,양꼬치,4.6,2,시설 정보 없음,"고급생갈비: 24000
숙성양꼬치(10꼬치): 15000
양갈비살꼬치(10꼬치): 19000
꿔보루: 19000
마라탕: 16000",12:00,0:00,정보 없음,정보 없음,정보 없음,12:00,0:00,정보 없음,정보 없음,정보 없음,12:00,0:00,정보 없음,정보 없음,정보 없음,12:00,0:00,정보 없음,정보 없음,정보 없음,12:00,0:00,정보 없음,정보 없음,정보 없음,12:00,0:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4909896,127.2576193,321.한성양꼬치.png,https://place.map.kakao.com/397680759
완미족발 세종나성점,영업시간 월~토 16:00 ~ 24:00 일 16:00 ~ 22:00,공휴일 16:00 ~ 24:00,세종특별자치시 나성북1로 23 나릿재마을5단지 상가동 1층 121호 (우)30128,044-715-7444 대표번호,한식,완미족발,0,107,시설 정보 없음,"한상족발: 38900
반반 한상족발: 39900
불타는 매운 족발: 38900
쫄깃함의조화 껍족: 39900
마라 족발: 38900",16:00,0:00,정보 없음,정보 없음,정보 없음,16:00,0:00,정보 없음,정보 없음,정보 없음,16:00,0:00,정보 없음,정보 없음,정보 없음,16:00,0:00,정보 없음,정보 없음,정보 없음,16:00,0:00,정보 없음,정보 없음,정보 없음,16:00,0:00,정보 없음,정보 없음,정보 없음,16:00,22:00,정보 없음,정보 없음,정보 없음,정보 없음,36.4923256,127.257878,322.완미족발 세종나성점.jfif,https://place.map.kakao.com/1274094274
정숙성세종점,영업시간 월~금 16:00 ~ 22:00 주말 12:00 ~ 22:00 매일 라스트오더 ~ 21:15 주말 휴게시간 15:00 ~ 17:00,휴무일 정보 없음,세종특별자치시 나성북로 47 (우)30128,연락처 정보 없음,한식,한식,3.9,97,시설 정보 없음,"돈마호크 (200g): 15000
돈대갈비 (200g): 200300
목살 (180g): 15000
삼겹살 (180g): 15500
꼬들살 (180g): 15000",16:00,22:00,21:15,정보 없음,정보 없음,16:00,22:00,21:15,정보 없음,정보 없음,16:00,22:00,21:15,정보 없음,정보 없음,16:00,22:00,21:15,정보 없음,정보 없음,16:00,22:00,21:15,정보 없음,정보 없음,12:00,22:00,21:15,15:00,17:00,12:00,22:00,21:15,15:00,17:00,정보 없음,36.4909079,127.2611776,323.정숙성세종점.jfif,https://place.map.kakao.com/1716729628
처갓집양념치킨 나성점,영업시간 월~금 16:00 ~ 00:30 주말 12:00 ~ 00:30,연중무휴 연중무휴,세종특별자치시 나성북1로 23 (우)30128,044-863-8333 대표번호,치킨전문점,처갓집양념치킨,4,3,WIFI 동물출입금지 주차 휠체어사용 놀이방시설 없음 흡연실시설 없음,"슈프림양념치킨: 21000
치즈슈프림 양념치킨: 21000
허니올리고당야채양념치킨: 19000
후라이드치킨: 18000
와락치킨: 20000",16:00,0:30,정보 없음,정보 없음,정보 없음,16:00,0:30,정보 없음,정보 없음,정보 없음,16:00,0:30,정보 없음,정보 없음,정보 없음,16:00,0:30,정보 없음,정보 없음,정보 없음,16:00,0:30,정보 없음,정보 없음,정보 없음,12:00,0:30,정보 없음,정보 없음,정보 없음,12:00,0:30,정보 없음,정보 없음,정보 없음,예약가능 배달가능 포장가능,36.4924377,127.2584466,324.처갓집양념치킨 나성점.jfif,https://place.map.kakao.com/1970134312
육사구이 나성점,영업시간 월~토 17:00 ~ 02:30,휴무일 일요일,세종특별자치시 나성로 125-10 조이타워 1층 118호 (우)30128,044-866-6492 대표번호,한식,육류고기,3.4,46,시설 정보 없음,"육회 B세트 (350g): 45000
화로구이 모듬 (300g): 40000
육사시미 (250g): 35000
육회 (230g): 31000
육회비빔밥: 8000",17:00,2:30,정보 없음,정보 없음,정보 없음,17:00,2:30,정보 없음,정보 없음,정보 없음,17:00,2:30,정보 없음,정보 없음,정보 없음,17:00,2:30,정보 없음,정보 없음,정보 없음,17:00,2:30,정보 없음,정보 없음,정보 없음,17:00,2:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.490165,127.2582346,325.육사구이 나성점.jfif,https://place.map.kakao.com/811125875
구도로통닭 세종나성점,영업시간 월~금 17:00 ~ 01:00 주말 16:00 ~ 01:00,휴무일 정보 없음,세종특별자치시 나성북1로 12 113~114호 (우)30128,044-866-1700 대표번호,치킨전문점,치킨,0,12,주차,"마늘쫑닭 (반마리): 10900
왕갈비통닭 (반마리): 11900
매콤양념통닭 (반마리): 11900
통마늘통후추통닭 (반마리): 11900
양념통닭 (반마리): 11900",17:00,1:00,정보 없음,정보 없음,정보 없음,17:00,1:00,정보 없음,정보 없음,정보 없음,17:00,1:00,정보 없음,정보 없음,정보 없음,17:00,1:00,정보 없음,정보 없음,정보 없음,17:00,1:00,정보 없음,정보 없음,정보 없음,16:00,1:00,정보 없음,정보 없음,정보 없음,16:00,1:00,정보 없음,정보 없음,정보 없음,"#대형스크린 #제로페이
포장가능",36.4909896,127.2576193,326.구도로통닭 세종나성점.jfif,https://place.map.kakao.com/1017868592
인사동,영업시간 월~금 18:00 ~ 01:00,휴무일 토일요일,세종특별자치시 나성로 125-16 스타타워 4층 404405호 (우)30128,044-867-2220 대표번호,주점업,호프요리주점,0,15,WIFI 주차 놀이방시설 없음 흡연실시설 없음,"나가사끼짬뽕: 29000
카프리제샐러드: 25000
한우육회: 30000
나쵸샐러드: 23000
계절과일: 29000",18:00,1:00,정보 없음,정보 없음,정보 없음,18:00,1:00,정보 없음,정보 없음,정보 없음,18:00,1:00,정보 없음,정보 없음,정보 없음,18:00,1:00,정보 없음,정보 없음,정보 없음,18:00,1:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#룸술집 #친목모임 #회식장소 #제로페이
예약가능",36.4900912,127.2577622,327.인사동.jfif,https://place.map.kakao.com/1050382735
아이라멘,영업시간 월~금 11:30 ~ 21:00 토 11:30 ~ 20:00,휴무일 일요일,세종특별자치시 한누리대로 288 1층 (우)30128,연락처 정보 없음,일식,일본식라면,4.2,28,시설 정보 없음,"아이라멘 세트: 14500
미소라멘 세트: 14500
마제소바 세트: 13500
아이라멘: 9500
미소라멘: 9500",11:30,21:00,정보 없음,정보 없음,정보 없음,11:30,21:00,정보 없음,정보 없음,정보 없음,11:30,21:00,정보 없음,정보 없음,정보 없음,11:30,21:00,정보 없음,정보 없음,정보 없음,11:30,21:00,정보 없음,정보 없음,정보 없음,11:30,20:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4899283,127.2570906,328.아이라멘.jfif,https://place.map.kakao.com/1165628180
백스비어 세종나성점,영업시간 매일 17:00 ~ 24:00 매일 라스트오더 ~ 23:30,휴무일 정보 없음,세종특별자치시 국세청로 45 제일풍경채위너스카이 상가A동 1층 123호 (우)30128,연락처 정보 없음,주점업,백스비어,0,3,시설 정보 없음,"백라거 슈퍼마일드: 5500
마라진미채튀김: 7000
뺵타코치킨: 12000
제육크림떡볶이: 13000
치즈불닭타코: 7000",17:00,0:00,23:30,정보 없음,정보 없음,17:00,0:00,23:30,정보 없음,정보 없음,17:00,0:00,23:30,정보 없음,정보 없음,17:00,0:00,23:30,정보 없음,정보 없음,17:00,0:00,23:30,정보 없음,정보 없음,17:00,0:00,23:30,정보 없음,정보 없음,17:00,0:00,23:30,정보 없음,정보 없음,정보 없음,36.4889101,127.2624903,329.백스비어 세종나성점.jfif,https://place.map.kakao.com/869168338
서리서리 세종나성점,영업시간 월~토 10:30 ~ 20:30 월~토 라스트오더 ~ 20:00 월~토 휴게시간 15:00 ~ 16:00,휴무일 일요일,세종특별자치시 나성로 125-4 세종엔에스타워2 1층 112호 (우)30128,044-868-4279 대표번호,분식,국수,3.7,0,시설 정보 없음,"멸치국수: 6000
메밀비빔국수: 8000
김밥: 3800
비빔국수: 7000
김치말이국수: 7000",10:30,20:30,20:00,15:00,16:00,10:30,20:30,20:00,15:00,16:00,10:30,20:30,20:00,15:00,16:00,10:30,20:30,20:00,15:00,16:00,10:30,20:30,20:00,15:00,16:00,10:30,20:30,20:00,15:00,16:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4902421,127.2588579,330.서리서리 세종나성점.png,https://place.map.kakao.com/872651854
임대장 세종나성점,영업시간 매일 11:30 ~ 24:00 매일 라스트오더 ~ 23:00,휴무일 정보 없음,세종특별자치시 나성북로 9 메가타워 103호 (우)30128,044-868-2403 대표번호,한식,육류고기,4,37,시설 정보 없음,"대장모듬한판(대): 55000
통삼겹 한판(2~3인): 36000
통목살 한판(2~3인): 36000
황제살 한판(2~3인): 36000
껍데기 반판(200g): 9900",11:30,0:00,23:00,정보 없음,정보 없음,11:30,0:00,23:00,정보 없음,정보 없음,11:30,0:00,23:00,정보 없음,정보 없음,11:30,0:00,23:00,정보 없음,정보 없음,11:30,0:00,23:00,정보 없음,정보 없음,11:30,0:00,23:00,정보 없음,정보 없음,11:30,0:00,23:00,정보 없음,정보 없음,#회식장소,36.4896498,127.2578632,331.임대장 세종나성점.jfif,https://place.map.kakao.com/1233161490
손큰할매순대국 세종국세청점,영업시간 월~금 11:00 ~ 21:00 월~금 휴게시간 15:00 ~ 17:30,휴무일 토일요일,세종특별자치시 정부2청사로 10 에스엠타워 202호 (우)30129,044-866-8568 대표번호,한식,순대,0,3,WIFI,"순대국: 10000
소내장탕: 12000
황태해장국: 10000
순살 뼈해장국: 11000
순대 한접시: 10000",11:00,21:00,정보 없음,15:00,17:30,11:00,21:00,정보 없음,15:00,17:30,11:00,21:00,정보 없음,15:00,17:30,11:00,21:00,정보 없음,15:00,17:30,11:00,21:00,정보 없음,15:00,17:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,"#세종시맛집 #세종시순대국 #세종시할매순대국 #세종시국밥 #큰맘할매순대국세 #혼밥
예약가능 배달불가 포장가능",36.4827713,127.2619079,332.손큰할매순대국 세종국세청점.jfif,https://place.map.kakao.com/1518905607
엄마손김밥 나성점,영업시간 월~금 08:00 ~ 20:00 토 09:00 ~ 19:00,휴무일 일요일,세종특별자치시 한누리대로 245 1층 (우)30127,044-868-9785 대표번호,분식,분식,4.8,3,주차,"엄마손 김밥: 3500
소고기 김밥: 4500
돈까스김밥: 4500
우동: 6000
치즈라면: 5000",8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,8:00,20:00,정보 없음,정보 없음,정보 없음,9:00,19:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,예약가능 포장가능,36.4860882,127.2576721,333.엄마손김밥 나성점.jfif,https://place.map.kakao.com/643381876
마라공방 나성점,영업시간 매일 10:00 ~ 22:00 매일 라스트오더 ~ 21:00,휴무일 정보 없음,세종특별자치시 나성로 125-4 세종엔에스타워2 1층 113호 (우)30128,연락처 정보 없음,중식,중식,3.8,18,WIFI 동물출입금지 휠체어사용없음 놀이방시설 없음 흡연실시설 없음,"마라탕(최소가격): 9000
마라샹궈(최소가격): 16000
계란볶음밥: 7000
꿔바로우(소): 13000
꽃빵튀김: 7000",10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,10:00,22:00,21:00,정보 없음,정보 없음,정보 없음,36.4902421,127.2588579,334.마라공방 나성점.jfif,https://place.map.kakao.com/363230791
육짝부속구이,영업시간 매일 17:00 ~ 02:00 매일 라스트오더 ~ 01:00,휴무일 정보 없음,세종특별자치시 나성로 125-4 세종NS타워2 1층 103104호 (우)30128,연락처 정보 없음,한식,육류고기,4.4,696,WIFI 동물출입금지 주차 휠체어사용없음 놀이방시설 없음 흡연실,"곱창만한판(2인/500g): 58000
곱창만한판(3인/750g): 87000
곱창만한판(4인/1000g): 115000
한우모듬부속(한우곱창대창염통특양) (2인): 54000
한우모듬부속(한우곱창대창염통특양) (3인): 80000",17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,17:00,2:00,1:00,정보 없음,정보 없음,정보 없음,36.4902421,127.2588579,335.육짝부속구이.jfif,https://place.map.kakao.com/925186664
던킨 세종나성점,영업시간 매일 08:30 ~ 21:30,연중무휴,세종특별자치시 나성북로 30 퍼스트원 1층 187188호 (우)30128,044-216-6201 대표번호,간식,던킨,1.6,7,주차,"치토스 꽈배기: 2900
허비 바이츠: 2100
소금우유도넛: 2500
카카오하니딥: 1500
멀티그레인 베이글: 2500",8:30,21:30,정보 없음,정보 없음,정보 없음,8:30,21:30,정보 없음,정보 없음,정보 없음,8:30,21:30,정보 없음,정보 없음,정보 없음,8:30,21:30,정보 없음,정보 없음,정보 없음,8:30,21:30,정보 없음,정보 없음,정보 없음,8:30,21:30,정보 없음,정보 없음,정보 없음,8:30,21:30,정보 없음,정보 없음,정보 없음,#카카오페이,36.4901712,127.2594252,336.던킨 세종나성점.jfif,https://place.map.kakao.com/366520521
오리당,영업시간 월~금 08:30 ~ 18:30,휴무일 토일요일,세종특별자치시 한누리대로 234 (우)30128,0507-0288-9435 대표번호,제과점/카페,제과베이커리,4,89,시설 정보 없음,"아메리카노: 2500
몽메리카노(ICE): 3300
오메리카노(ICE): 3300
카페라떼: 3300
오리당라떼: 3700",8:30,18:30,정보 없음,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4884625,127.2614278,337.오리당.jfif,https://place.map.kakao.com/1841895097
눈앞에과일 세종점,영업시간 월~금 10:30 ~ 16:00 토 11:00 ~ 22:00,휴무일 일요일,세종특별자치시 나성북1로 23 (우)30128,연락처 정보 없음,간식,카페,0,17,시설 정보 없음,"눈앞에컵과일(소): 3500
눈앞에컵화채(소): 5500
눈앞에과일도시락(중): 12300
과일샐러드: 6600
그릭요거트: 6500",10:30,16:00,정보 없음,정보 없음,정보 없음,10:30,16:00,정보 없음,정보 없음,정보 없음,10:30,16:00,정보 없음,정보 없음,정보 없음,10:30,16:00,정보 없음,정보 없음,정보 없음,10:30,16:00,정보 없음,정보 없음,정보 없음,11:00,22:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4924377,127.2584466,339.눈앞에과일 세종점.jfif,https://place.map.kakao.com/432049688
아이스걸 크림보이 세종나성점,영업시간 매일 12:00 ~ 24:00 매일 라스트오더 ~ 23:40,휴무일 정보 없음,세종특별자치시 나성로 125-10 (우)30128,연락처 정보 없음,간식,아이스크림,4.5,22,시설 정보 없음,"박스SMALL: 18000
박스MEDIUM: 24000
벨기에 와플: 3800
컵 1가지맛: 4500
컵 2가지맛: 6000",12:00,0:00,23:40,정보 없음,정보 없음,12:00,0:00,23:40,정보 없음,정보 없음,12:00,0:00,23:40,정보 없음,정보 없음,12:00,0:00,23:40,정보 없음,정보 없음,12:00,0:00,23:40,정보 없음,정보 없음,12:00,0:00,23:40,정보 없음,정보 없음,12:00,0:00,23:40,정보 없음,정보 없음,정보 없음,36.490165,127.2583097,340.아이스걸 크림보이 세종나성점.jfif,https://place.map.kakao.com/1829069498
곱깨비 세종본점,영업시간 화~일 12:00 ~ 01:00,휴무일 월요일,세종특별자치시 한누리대로 287 세종포레뷰1차 114호 (우)30127,044-868-1147 대표번호,한식,곱깨비,4.7,5,시설 정보 없음,"순대곱창볶음(알찬세트 2인): 29000
순대곱창볶음(실속세트 2인): 27000
순대곱창볶음(알찬세트 3인): 38500
순대곱창볶음(실속세트 3인): 36500
통뼈국물닭발(실속세트 2인): 24000",정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,12:00,1:00,정보 없음,정보 없음,정보 없음,12:00,1:00,정보 없음,정보 없음,정보 없음,12:00,1:00,정보 없음,정보 없음,정보 없음,12:00,1:00,정보 없음,정보 없음,정보 없음,12:00,1:00,정보 없음,정보 없음,정보 없음,12:00,1:00,정보 없음,정보 없음,정보 없음,#제로페이,36.489721,127.256072,342.곱깨비 세종본점.jfif,https://place.map.kakao.com/1082863441
아웃오브컴포트,영업시간 월~금 08:00 ~ 16:00 토 11:00 ~ 16:00,휴무일 일요일,세종특별자치시 한누리대로 194 세종의아침 1층 104호 (우)30129,연락처 정보 없음,카페,카페,5,21,시설 정보 없음,"배치브루: 4500
수제바닐라빈라떼: 5300
콜드브루: 4000
에스프레소: 4000
아메리카노: 4000",8:00,16:00,정보 없음,정보 없음,정보 없음,8:00,16:00,정보 없음,정보 없음,정보 없음,8:00,16:00,정보 없음,정보 없음,정보 없음,8:00,16:00,정보 없음,정보 없음,정보 없음,8:00,16:00,정보 없음,정보 없음,정보 없음,11:00,16:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,36.4823224,127.2614113,343.아웃오브컴포트.jfif,https://place.map.kakao.com/1256618096
